heart_count,quote
11,"It is a sad truth, but we have lost the faculty of giving lovely names to things. Names are everything. I never quarrel with actions. My one quarrel is with words. The man who could call a spade a spade should be compelled to use one. It is the only thing he is fit for."
10,"The gods have been good to you. But what the gods give they quickly take away. You have only a few years in which to live really, perfectly, and fully. When your youth goes, your beauty will go with it, and then you will suddenly discover that there are no triumphs left for you, or have to content yourself with those mean triumphs that the memory of your past will make more bitter than defeats. Every month as it wanes bring you nearer to something dreadful. Time is jealous of you, and wars against your lilies and your roses."
5,"Bad artists always admire each other's work. They call it being large-minded and free from prejudice. But a truly great artist cannot conceive of life being shown, or beauty fashioned, under any conditions other than those he has selected."
7,Spontaneity is a meticulously prepared art
9,"He rides in the row at ten o clock in the morning, goes to the Opera three times a week, changes his clothes at least five times a day, and dines out every night of the season. You don't call that leading an idle life, do you?"
9,"I really don't see anything romantic in proposing. It is very romantic to be in love. But there is nothing romantic about a definite proposal. Why, one may be accepted. One usually is, I believe. Then the excitement is all over. The very essence of romance is uncertainty. If ever I get married, I'll certainly try to forget the fact."
7,"I don’t write this letter to put bitterness into your heart, but to pluck it out of mine. For my own sake I must forgive you."
6,Philanthropic people lose all sense of humanity. It is their distinguishing characteristic.
40,Those who are faithful know only the trivial side of love: it is the faithless who know love's tragedies.
10,"Being natural is simply a pose, and the most irritating pose I know."
10,And if it feels good... Feel it!
12,The world has grown suspicious of anything that looks like a happy married life.
6,The vilest deeds like poison weeds  Bloom well in prison air; It is only what is good in man  That wastes and withers there.
18,"Laughter is not at all a bad beginning for a friendship, and it is far the best ending for one."
3,Now it seems to me that love of some kind is the only possible explanation of the extraordinary amount of suffering that there is in the world.
11,The English public takes no interest in a work of art until it is told that the work in question is immoral.
17,"It is the confession, not the priest, that gives us absolution."
9,"Beauty is a form of Genius--is higher, indeed, than Genius, as it needs no explanation. It is one of the great facts of the world, like sunlight, or springtime, or the reflection in the dark waters of that silver shell we call the moon. It cannot be questioned. It has divine right of sovereignty. It makes princes of those who have it."
10,Music is the art which is most nigh to tears and memories.
